name,lat,lng,type,size,shape,Primary Market,Airing,Participant,PRX Dovetail hosts,Impact,audio,Podcast Portfolio,Total Donors,To PRX,To Radiotopia,To <i>Ear Hustle</i>,To <i>The World</i>,Other,Downloads in FY25
KWGS-FM:,36.1551375,-95.989501,broadcast,medium,,"Tulsa, OK",<i>Latino USA | Selected Shorts | Snap Judgment | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KRPS-FM:,37.410884,-94.70496,broadcast,medium,,"Pittsburg, KS",<i>Christopher Kimball's Milk Street Radio | No Small Endeavor | Think | Zorba</i>,,,,,,,,,,,,
KSMF-FM:,42.2456844,-122.7886462,broadcast,medium,,"Talent, OR",<i>Snap Judgment | Sound Opinions | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KSKF-FM:,42.224867,-121.7816704,broadcast,medium,,"Klamath Falls, OR",<i>Snap Judgment | Sound Opinions | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KSBA-FM:,43.3672213,-124.2131325,broadcast,medium,,"Coos Bay, OR",<i>Snap Judgment | Sound Opinions | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KNSQ-FM:,41.3098746,-122.3105666,broadcast,medium,,"Mt. Shasta, CA",<i>Snap Judgment | Sound Opinions | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KNCA-FM:,40.8823811,-121.6608205,broadcast,medium,,"Burney, CA",<i>Snap Judgment | Sound Opinions | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KLMF-FM:,42.218034,-121.774117,broadcast,medium,,"Klamath Falls, OR",<i>Snap Judgment | Sound Opinions | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KTXK-FM:,33.425125,-94.0476882,broadcast,medium,,"Texarkana, TX",<i>Live Wire | Christopher Kimball's Milk Street Radio | PRX Remix | Zorba</i>,,,,,,,,,,,,
KVLA-FM:,33.6803003,-116.173894,broadcast,medium,,"Coachella, CA",<i>Latino USA | Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KUOR-FM:,34.0555693,-117.1825381,broadcast,medium,,"Redlands, CA",<i>Latino USA | Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KUNM-FM:,35.0843859,-106.650422,broadcast,medium,,"Albuquerque, NM",<i>Afropop Worldwide | Latino USA | Living On Earth | This American Life</i>,,,,,,,,,,,,
KRRT-FM:,36.5166928,-105.5691763,broadcast,medium,,"Arroyo Seco - Taos, NM",<i>Afropop Worldwide | Latino USA | Living On Earth | This American Life</i>,,,,,,,,,,,,
KRRE-FM:,35.5942137,-105.2227978,broadcast,medium,,"Las Vegas, NM",<i>Afropop Worldwide | Latino USA | Living On Earth | This American Life</i>,,,,,,,,,,,,
KRAR-FM:,35.9910383,-106.0818233,broadcast,medium,,"Espanola, NM",<i>Afropop Worldwide | Latino USA | Living On Earth | This American Life</i>,,,,,,,,,,,,
KPCC-FM:,34.0549076,-118.242643,broadcast,medium,,"Los Angeles, CA",<i>Latino USA | Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KJAI-FM:,34.4480495,-119.242889,broadcast,medium,,"Ojai, CA",<i>Latino USA | Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KBOM-FM:,34.0583995,-106.8914159,broadcast,medium,,"Socorro, NM",<i>Afropop Worldwide | Latino USA | Living On Earth | This American Life</i>,,,,,,,,,,,,
KWOU-FM:,36.4336481,-99.3903862,broadcast,medium,,"Woodward, OK","<i>Left, Right & Center | Reveal | To the Best of Our Knowledge | Zorba</i>",,,,,,,,,,,,
KROU-FM:,35.4688692,-97.519539,broadcast,medium,,"Oklahoma City, OK","<i>Left, Right & Center | Reveal | To the Best of Our Knowledge | Zorba</i>",,,,,,,,,,,,
KOUA-FM:,34.774531,-96.6783449,broadcast,medium,,"Ada, OK","<i>Left, Right & Center | Reveal | To the Best of Our Knowledge | Zorba</i>",,,,,,,,,,,,
KGOU-FM:,35.208842,-97.441784,broadcast,medium,,"Oklahoma City, OK","<i>Left, Right & Center | Reveal | To the Best of Our Knowledge | Zorba</i>",,,,,,,,,,,,
WNYC-FM:,40.7127753,-74.0059728,broadcast,medium,,"New York, NY",<i>Live Wire | Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
WKSU-FM4:,41.49932,-81.6943605,broadcast,medium,,"Cleveland, OH",<i>Living On Earth | The World | Think | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KVPR-FM:,36.7377981,-119.7871247,broadcast,medium,,"Fresno, CA","<i>Latino USA | Left, Right & Center | Reveal | The Moth Radio Hour</i>",,,,,,,,,,,,
KPRX-FM:,35.3735112,-119.0204707,broadcast,medium,,"Bakersfield, CA","<i>Latino USA | Left, Right & Center | Reveal | The Moth Radio Hour</i>",,,,,,,,,,,,
KTXI-FM:,30.0774307,-99.2403213,broadcast,medium,,"Ingram, TX",<i>Snap Judgment | The Moth Radio Hour | Think | This American Life</i>,,,,,,,,,,,,
WRAS-FM:,33.7501275,-84.3885209,broadcast,medium,,"Atlanta, GA",<i>No Small Endeavor | Snap Judgment | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WKMS-FM:,36.6103334,-88.314761,broadcast,medium,,"Murray, KY",<i>Afropop Worldwide | Sound Opinions | Think | This American Life</i>,,,,,,,,,,,,
KXNE-FM:,42.0327168,-97.4168171,broadcast,medium,,"Norfolk, NE",<i>Live Wire | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KUCV-FM2:,40.8136634,-96.7025764,broadcast,medium,,"Lincoln, NE",<i>Live Wire | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KTNE-FM:,42.0930235,-102.8702006,broadcast,medium,,"Alliance, NE",<i>Live Wire | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KRNE-FM:,42.9197225,-101.7007033,broadcast,medium,,"Merriman, NE",<i>Live Wire | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KPNE-FM:,41.1402759,-100.7601454,broadcast,medium,,"North Platte, NE",<i>Live Wire | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KMNE-FM:,42.5858337,-99.5378941,broadcast,medium,,"Bassett, NE",<i>Live Wire | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KLNE-FM:,40.7808398,-99.7415045,broadcast,medium,,"Lexington, NE",<i>Live Wire | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KHNE-FM:,40.5862583,-98.3898726,broadcast,medium,,"Hastings, NE",<i>Live Wire | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KCNE-FM:,42.8293845,-103.000642,broadcast,medium,,"Chadron, NE",<i>Live Wire | Reveal | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
WGVU-FM:,42.96773,-85.674384,broadcast,medium,,"Grand Rapids, MI",<i>Latino USA | The Moth Radio Hour | Think | This American Life</i>,,,,,,,,,,,,
WGVS-FM:,43.4100107,-86.3486792,broadcast,medium,,"Whitehall, MI",<i>Latino USA | The Moth Radio Hour | Think | This American Life</i>,,,,,,,,,,,,
WBOI-FM:,41.0794759,-85.1362929,broadcast,medium,,"Fort Wayne, IN",<i>Reveal | The Moth Radio Hour | The World | This American Life</i>,,,,,,,,,,,,
KVLU-FM:,30.080174,-94.1265562,broadcast,medium,,"Beaumont, TX",<i>Latino USA | The Moth Radio Hour | Think | This American Life</i>,,,,,,,,,,,,
KVNV-FM:,39.529919,-119.8142691,broadcast,medium,,"Reno, NV",<i>Latino USA | Sound Opinions | The World | This American Life</i>,,,,,,,,,,,,
KXWT-FM:,31.8456816,-102.3676431,broadcast,medium,,"Odessa, TX",<i>Afropop Worldwide | Latino USA | Think | This American Life</i>,,,,,,,,,,,,
WQLN-FM:,42.1290386,-80.0849716,broadcast,medium,,"Erie, PA",<i>Jazz Happening Now | Live Wire | Think | This American Life</i>,,,,,,,,,,,,
KERA-FM:,32.7078751,-96.9209135,broadcast,medium,,"Dallas-Fort Worth, TX",<i>Latino USA | Selected Shorts | The Moth Radio Hour | Think</i>,,,,,,,,,,,,
WUWF-FM:,30.4076647,-87.2189746,broadcast,medium,,"Pensacola, FL",<i>Echoes | Jazz Happening Now | Selected Shorts | The World</i>,,,,,,,,,,,,
WYSU-FM:,41.0999013,-80.6514748,broadcast,medium,,"Youngstown, OH",<i>Latino USA | Living On Earth | Snap Judgment | The World</i>,,,,,,,,,,,,
WTML-FM:,35.3620235,-86.2094342,broadcast,medium,,"Tullahoma, TN",<i>Live Wire | Snap Judgment | The Moth Radio Hour | Zorba</i>,,,,,,,,,,,,
WPLN-FM:,36.1626638,-86.7816016,broadcast,medium,,"Nashville, TN",<i>Live Wire | Snap Judgment | The Moth Radio Hour | Zorba</i>,,,,,,,,,,,,
WHRS-FM:,36.1625445,-85.4988041,broadcast,medium,,"Cookeville, TN",<i>Live Wire | Snap Judgment | The Moth Radio Hour | Zorba</i>,,,,,,,,,,,,
KMSU-FM:,44.1661456,-94.0055647,broadcast,medium,,"Mankato, MN",<i>Afropop Worldwide | Echoes | This American Life | Zorba</i>,,,,,,,,,,,,
KMSK-FM:,43.6666296,-92.9746367,broadcast,medium,,"Austin, MN",<i>Afropop Worldwide | Echoes | This American Life | Zorba</i>,,,,,,,,,,,,
KUOW-FM:,47.661314,-122.312516,broadcast,medium,,"Seattle-Tacoma, WA",<i>Latino USA | Reveal | Selected Shorts | Sound Opinions</i>,,,,,,,,,,,,
KUOW-AM:,47.0451842,-122.895355,broadcast,medium,,"Olympia, WA",<i>Latino USA | Reveal | Selected Shorts | Sound Opinions</i>,,,,,,,,,,,,
KQOW-FM:,48.752505,-122.484098,broadcast,medium,,"Bellingham, WA",<i>Latino USA | Reveal | Selected Shorts | Sound Opinions</i>,,,,,,,,,,,,
WAER-FM:,43.0494832,-76.1473977,broadcast,medium,,"Syracuse, NY",<i>Jazz Happening Now | Snap Judgment | The World | Think</i>,,,,,,,,,,,,
KFPR-FM:,40.5754129,-122.3836121,broadcast,medium,,"Redding, CA",<i>Latino USA | Reveal | Selected Shorts | Snap Judgment</i>,,,,,,,,,,,,
KCHO-FM:,39.7282839,-121.8379978,broadcast,medium,,"Chico, CA",<i>Latino USA | Reveal | Selected Shorts | Snap Judgment</i>,,,,,,,,,,,,
WMQS-FM:,35.0875836,-84.0346315,broadcast,medium,,"Murphy, NC",<i>Embodied | Latino USA | Living On Earth | The World</i>,,,,,,,,,,,,
WFQS-FM:,35.1823171,-83.3815429,broadcast,medium,,"Franklin, NC",<i>Embodied | Latino USA | Living On Earth | The World</i>,,,,,,,,,,,,
KHSF-FM:,40.5762406,-124.2639442,broadcast,medium,,"Ferndale, CA",<i>Afropop Worldwide | Latino USA | Reveal | The World</i>,,,,,,,,,,,,
KZYZ-FM:,39.4096079,-123.3555656,broadcast,medium,,"Willits, CA",<i>Latino USA | Living On Earth | Reveal | The World</i>,,,,,,,,,,,,
KZYX-FM:,39.065875,-123.4407104,broadcast,medium,,"Philo, CA",<i>Latino USA | Living On Earth | Reveal | The World</i>,,,,,,,,,,,,
WMVE-FM:,36.7993087,-78.458331,broadcast,medium,,"Chase City, VA",<i>Latino USA | No Small Endeavor | Reveal | Think</i>,,,,,,,,,,,,
WCVE-FM:,37.5407246,-77.4360481,broadcast,medium,,"Richmond, VA",<i>Latino USA | No Small Endeavor | Reveal | Think</i>,,,,,,,,,,,,
WCNV-FM:,37.9175317,-76.4721934,broadcast,medium,,"Heathsville, VA",<i>Latino USA | No Small Endeavor | Reveal | Think</i>,,,,,,,,,,,,
WCMU-FM2:,43.5978075,-84.7675139,broadcast,medium,,"Mount Pleasant, MI",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KZSD-FM:,43.1724984,-101.7326485,broadcast,medium,,"Martin, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KYSD-FM:,44.4908172,-103.8593698,broadcast,medium,,"Spearfish, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KUSD-FM:,42.7794417,-96.9292104,broadcast,medium,,"Vermillion, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KTSD-FM:,44.3667876,-100.3537522,broadcast,medium,,"Pierre, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KQSD-FM:,45.3160993,-99.9826202,broadcast,medium,,"Lowry, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KPSD-FM:,45.0230391,-102.0359924,broadcast,medium,,"Faith, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KJSD-FM:,44.8994088,-97.1150732,broadcast,medium,,"Watertown, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KESD-FM:,44.3113573,-96.7983877,broadcast,medium,,"Brookings, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KDSD-FM:,45.4646985,-98.4864829,broadcast,medium,,"Aberdeen, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KCSD-FM:,43.5460223,-96.731265,broadcast,medium,,"Sioux Falls, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
KBHE-FM:,44.0805434,-103.2310149,broadcast,medium,,"Rapid City, SD",<i>Latino USA | Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
WNMU-FM:,46.5436199,-87.3953713,broadcast,medium,,"Marquette, MI",<i>Christopher Kimball's Milk Street Radio | The Moth Radio Hour</i>,,,,,,,,,,,,
WOSV-FM:,40.7585359,-82.5140846,broadcast,medium,,"Mansfield, OH",<i>Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour</i>,,,,,,,,,,,,
WOSU-FM:,39.9625112,-83.0032218,broadcast,medium,,"Columbus, OH",<i>Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour</i>,,,,,,,,,,,,
WOSP-FM:,38.7317431,-82.9976742,broadcast,medium,,"Portsmouth, OH",<i>Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour</i>,,,,,,,,,,,,
WOSE-FM:,40.2720151,-81.8595756,broadcast,medium,,"Coshocton, OH",<i>Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour</i>,,,,,,,,,,,,
WOSB-FM:,40.5886699,-83.1285242,broadcast,medium,,"Marion, OH",<i>Christopher Kimball's Milk Street Radio | Reveal | The Moth Radio Hour</i>,,,,,,,,,,,,
WRKF-FM:,30.4514677,-91.1871466,broadcast,medium,,"Baton Rouge, LA","<i>Left, Right & Center | Christopher Kimball's Milk Street Radio | Think</i>",,,,,,,,,,,,
WXPW-FM:,44.9591352,-89.6301221,broadcast,medium,,"Wausau, WI",<i>Christopher Kimball's Milk Street Radio | Reveal | This American Life</i>,,,,,,,,,,,,
WXPR-FM:,45.6366228,-89.4120753,broadcast,medium,,"Rhinelander, WI",<i>Christopher Kimball's Milk Street Radio | Reveal | This American Life</i>,,,,,,,,,,,,
WRGY-FM:,44.9656821,-70.6427102,broadcast,medium,,"Rangeley, ME",<i>Living On Earth | Christopher Kimball's Milk Street Radio | Reveal</i>,,,,,,,,,,,,
KCPW-FM:,40.7605601,-111.8881397,broadcast,medium,,"Salt Lake City-Ogden-Provo, UT",<i>Christopher Kimball's Milk Street Radio | Selected Shorts | Zorba</i>,,,,,,,,,,,,
WAMH-FM:,42.3756919,-72.5198537,broadcast,medium,,"Amherst, MA",<i>Afropop Worldwide | Snap Judgment | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KMRE-FM:,48.7519112,-122.4786854,broadcast,medium,,"Bellingham, WA",<i>Latino USA | Christopher Kimball's Milk Street Radio | PRX Remix</i>,,,,,,,,,,,,
WQUB-FM:,39.9356016,-91.4098726,broadcast,medium,,"Quincy, IL",<i>The Moth Radio Hour | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KWMU-FM:,38.627428,-90.1982439,broadcast,medium,,"St. Louis, MO",<i>The Moth Radio Hour | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
KMST-FM:,37.948544,-91.7715303,broadcast,medium,,"Rolla, MO",<i>The Moth Radio Hour | The World | To the Best of Our Knowledge</i>,,,,,,,,,,,,
WVYA-FM:,41.2411897,-77.0010786,broadcast,medium,,"Williamsport, PA",<i>Live Wire | Pittsburgh Symphony Orchestra | This American Life</i>,,,,,,,,,,,,
WVIA-FM:,41.2981769,-75.9927652,broadcast,medium,,"Wilkes Barre-Scranton, PA",<i>Live Wire | Pittsburgh Symphony Orchestra | This American Life</i>,,,,,,,,,,,,
KRXG-FM:,32.770075,-108.280326,broadcast,medium,,"Silver City, NM",<i>Latino USA | Christopher Kimball's Milk Street Radio | Reveal</i>,,,,,,,,,,,,
KRWG-FM:,32.3142451,-106.7797529,broadcast,medium,,"Las Cruces, NM",<i>Latino USA | Christopher Kimball's Milk Street Radio | Reveal</i>,,,,,,,,,,,,
KRCB-FM:,38.3722379,-122.7017176,broadcast,medium,,"Rohnert Park, Santa Rosa, CA",<i>Latino USA | Christopher Kimball's Milk Street Radio | Reveal</i>,,,,,,,,,,,,
KQOU-FM:,35.5156056,-98.9673069,broadcast,medium,,"Clinton, OK","<i>Left, Right & Center | Reveal | To the Best of Our Knowledge</i>",,,,,,,,,,,,
KPRG-FM:,13.4497772,144.8029416,broadcast,medium,,"Mangilao, Guam","<i>Left, Right & Center | Snap Judgment | This American Life</i>",,,,,,,,,,,,
KLSA-FM:,31.3112936,-92.4451371,broadcast,medium,,"Alexandria, LA",<i>Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KLDN-FM:,31.3345562,-94.7321127,broadcast,medium,,"Lufkin, TX",<i>Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KDAQ-FM:,32.5130159,-93.7514874,broadcast,medium,,"Shreveport, LA",<i>Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KBSA-FM:,33.207471,-92.6655716,broadcast,medium,,"El Dorado, AR",<i>Snap Judgment | The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KBRW-FM:,71.2905556,-156.7886111,broadcast,medium,,"Barrow, AK",<i>Afropop Worldwide | Living On Earth | This American Life</i>,,,,,,,,,,,,
KDRW-FM:,34.420285,-119.698935,broadcast,medium,,"Santa Barbara, CA",<i>The Moth Radio Hour | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KCRY-FM:,35.0475381,-118.1706661,broadcast,medium,,"Mojave/Antelope, CA",<i>The Moth Radio Hour | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KCRW-FM:,34.015148,-118.471309,broadcast,medium,,"Los Angeles, CA",<i>The Moth Radio Hour | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KCRU-FM:,34.1976816,-119.1774639,broadcast,medium,,"Oxnard, CA",<i>The Moth Radio Hour | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
KCRI-FM:,33.7148794,-116.2207484,broadcast,medium,,"Palm Springs/Indio, CA",<i>The Moth Radio Hour | The Sam Sanders Show | The World</i>,,,,,,,,,,,,
WKYU-FM:,36.9685219,-86.4808043,broadcast,medium,,"Bowling Green, KY",<i>Jazz After Hours | Jazz Happening Now | Sound Opinions</i>,,,,,,,,,,,,
WKUE-FM:,37.7043065,-85.8712385,broadcast,medium,,"Elizabethtown, KY",<i>Jazz After Hours | Jazz Happening Now | Sound Opinions</i>,,,,,,,,,,,,
WKPB-FM:,37.839495,-87.5884701,broadcast,medium,,"Henderson, KY",<i>Jazz After Hours | Jazz Happening Now | Sound Opinions</i>,,,,,,,,,,,,
WDCL-FM:,37.0920222,-84.6041084,broadcast,medium,,"Somerset, KY",<i>Jazz After Hours | Jazz Happening Now | Sound Opinions</i>,,,,,,,,,,,,
KDUR-FM:,37.1150037,-107.633113,broadcast,medium,,"Ignacio, CO","<i>Latino USA | Left, Right & Center | This American Life</i>",,,,,,,,,,,,
WBAA-AM:,40.4258686,-86.9080655,broadcast,medium,,"West Lafayette, IN",<i>Living On Earth | Snap Judgment | The Moth Radio Hour</i>,,,,,,,,,,,,
WNNZ-AM:,42.1013104,-72.5892742,broadcast,medium,,"Springfield, MA",<i>Selected Shorts | Snap Judgment | This American Life</i>,,,,,,,,,,,,
KGLP-FM:,35.5263073,-108.7420186,broadcast,medium,,"Gallup, NM",<i>Afropop Worldwide | Latino USA | This American Life</i>,,,,,,,,,,,,
WFIU-FM:,39.169574,-86.5385549,broadcast,medium,,"Bloomington, IN",<i>The Moth Radio Hour | This American Life</i>,,,,,,,,,,,,
KKRN-FM:,40.7940442,-121.9419412,broadcast,medium,,"Round Mountain, CA","<i>Left, Right & Center | Reveal | This American Life</i>",,,,,,,,,,,,
WRVH-FM:,41.7055897,-73.9283885,broadcast,medium,,"Pougheepsie, NY",<i>Live Wire | Selected Shorts | The Moth Radio Hour</i>,,,,,,,,,,,,
WRCU-FM:,42.8270136,-75.5446238,broadcast,medium,,"Hamilton, NY",<i>Live Wire | Selected Shorts | The Moth Radio Hour</i>,,,,,,,,,,,,
KCJX-FM:,39.4022054,-107.2111628,broadcast,medium,,"Carbondale, CO",<i>Latino USA | Snap Judgment | The Moth Radio Hour</i>,,,,,,,,,,,,
KAJX-FM:,39.1910983,-106.8175387,broadcast,medium,,"Aspen, CO",<i>Latino USA | Snap Judgment | The Moth Radio Hour</i>,,,,,,,,,,,,
KMUW-FM:,37.693452,-97.3382202,broadcast,medium,,"Wichita, KS",<i>The Moth Radio Hour | Think | This American Life</i>,,,,,,,,,,,,
WQCS-FM:,27.638635,-80.3946317,broadcast,medium,,"Ft. Pierce-Stuart-Vero Beach, FL",<i>The Moth Radio Hour | Think | This American Life</i>,,,,,,,,,,,,
CHAK-FM:,68.3593674,-133.7294462,broadcast,medium,,"Inuvik, NT",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CFYK-AM:,62.4539717,-114.3717886,broadcast,medium,,"Yellowknife, Northwest Territories",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CFWH-AM:,60.7197137,-135.0522761,broadcast,medium,,"Whitehorse, CA",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CFPR-AM:,54.3150367,-130.3208187,broadcast,medium,,"Prince Rupert, British Columbia",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CFGB-FM:,53.3086181,-60.3762393,broadcast,medium,,"Goose Bay, Newfoundland",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CFFB-AM:,63.746693,-68.5169669,broadcast,medium,,"Iqaluit, Nunavut",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBZF-FM:,45.9635895,-66.6431151,broadcast,medium,,"Fredericton, New Brunswick",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBYG-FM:,53.9170641,-122.7496693,broadcast,medium,,"Prince George, British Columbia",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBY-AM:,48.9523316,-57.9460401,broadcast,medium,,"Corner Brook, NL",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBX-AM:,53.5460983,-113.4937266,broadcast,medium,,"Edmunton, Alberta",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBWK-FM:,55.7451003,-97.8509232,broadcast,medium,,"Thompson, Manitoba",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBW-AM:,49.8954221,-97.1385145,broadcast,medium,,"Winnipeg, Manitoba",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBVE-FM:,46.8130816,-71.2074596,broadcast,medium,,"Quebec City, Quebec",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBU-AM:,49.2827291,-123.1207375,broadcast,medium,,"Vancouver, British Columbia",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBTK-FM:,49.8863235,-119.4965917,broadcast,medium,,"Kelowna, British Columbia",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBT-AM:,48.9279047,-55.6598977,broadcast,medium,,"Grand Falls, Newfoundland",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBR-FM:,51.0447331,-114.0718831,broadcast,medium,,"Calgary, Alberta",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBR-AM:,51.048815,-114.049971,broadcast,medium,,"Calgary, Alberta",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBQT-FM:,48.3808951,-89.2476823,broadcast,medium,,"Thunder Bay, Ontario",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBO-FM:,45.4200572,-75.7003397,broadcast,medium,,"Ottawa, Ontario",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBN-AM:,47.5556097,-52.7452511,broadcast,medium,,"St. Johns, Newfoundland",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBME-FM:,45.5018869,-73.5673919,broadcast,medium,,"Montreal, Quebec",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBLA-FM:,43.653226,-79.3831843,broadcast,medium,,"Toronto, Ontario",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBK-AM:,50.4452112,-104.6188944,broadcast,medium,,"Regina, Saskatchewan",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBKA-FM:,55.1135875,-105.2948178,broadcast,medium,,"La Ronge, Saskatchewan",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBIT-FM:,46.1367899,-60.194224,broadcast,medium,,"Sydney, Nova Scotia",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBHA-FM:,44.6508608,-63.5923256,broadcast,medium,,"Halifax, Nova Scotia",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBG-AM:,48.9564842,-54.6083708,broadcast,medium,,"Gander, New Foundland",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBE-AM:,42.3141129,-83.0367506,broadcast,medium,,"Windsor, Ontario",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBD-FM:,45.2733153,-66.0633081,broadcast,medium,,"Saint John, New Brunswick",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBCV-FM:,48.4284207,-123.3656444,broadcast,medium,,"Victoria, British Columbia",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBCT-FM:,46.23824,-63.1310704,broadcast,medium,,"Charlottetown, Prince Edward Island",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBCS-FM:,46.4917317,-80.993029,broadcast,medium,,"Subury, Ontario",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
CBCL-FM:,42.9849233,-81.2452768,broadcast,medium,,"London, Ontario",<i>Latino USA | Snap Judgment | This American Life</i>,,,,,,,,,,,,
